stationname,parameter,date,hour,conc
Cid.Universitária-USP-Ipen,O3,2019-05-07,21,26
Cid.Universitária-USP-Ipen,O3,2019-05-07,22,28
Cid.Universitária-USP-Ipen,O3,2019-05-07,23,20
Cid.Universitária-USP-Ipen,O3,2019-05-07,24,25
Cid.Universitária-USP-Ipen,O3,2019-05-08,1,29
Cid.Universitária-USP-Ipen,O3,2019-05-08,2,29
Cid.Universitária-USP-Ipen,O3,2019-05-08,3,32
Cid.Universitária-USP-Ipen,O3,2019-05-08,4,32
Cid.Universitária-USP-Ipen,O3,2019-05-08,5,35
Cid.Universitária-USP-Ipen,O3,2019-05-08,6,28
Cid.Universitária-USP-Ipen,O3,2019-05-08,7,16
Cid.Universitária-USP-Ipen,O3,2019-05-08,8,10
Cid.Universitária-USP-Ipen,O3,2019-05-08,9,18
Cid.Universitária-USP-Ipen,O3,2019-05-08,10,25
Cid.Universitária-USP-Ipen,O3,2019-05-08,11,25
Cid.Universitária-USP-Ipen,O3,2019-05-08,12,
Cid.Universitária-USP-Ipen,O3,2019-05-08,13,
Cid.Universitária-USP-Ipen,O3,2019-05-08,14,39
Cid.Universitária-USP-Ipen,O3,2019-05-08,15,33
Cid.Universitária-USP-Ipen,O3,2019-05-08,16,29
Cid.Universitária-USP-Ipen,O3,2019-05-08,17,23
Cid.Universitária-USP-Ipen,O3,2019-05-08,18,20
Cid.Universitária-USP-Ipen,O3,2019-05-08,19,22
Cid.Universitária-USP-Ipen,O3,2019-05-08,20,30
Cid.Universitária-USP-Ipen,O3,2019-05-08,21,33
Cid.Universitária-USP-Ipen,O3,2019-05-08,22,28
Cid.Universitária-USP-Ipen,O3,2019-05-08,23,26
Cid.Universitária-USP-Ipen,O3,2019-05-08,24,29
Cid.Universitária-USP-Ipen,O3,2019-05-09,1,36
Cid.Universitária-USP-Ipen,O3,2019-05-09,2,34
Cid.Universitária-USP-Ipen,O3,2019-05-09,3,36
Cid.Universitária-USP-Ipen,O3,2019-05-09,4,36
Cid.Universitária-USP-Ipen,O3,2019-05-09,5,32
Cid.Universitária-USP-Ipen,O3,2019-05-09,6,22
Cid.Universitária-USP-Ipen,O3,2019-05-09,7,21
Cid.Universitária-USP-Ipen,O3,2019-05-09,8,17
Cid.Universitária-USP-Ipen,O3,2019-05-09,9,17
Cid.Universitária-USP-Ipen,O3,2019-05-09,10,26
Cid.Universitária-USP-Ipen,O3,2019-05-09,11,31
Cid.Universitária-USP-Ipen,O3,2019-05-09,12,35
Cid.Universitária-USP-Ipen,O3,2019-05-09,13,
Cid.Universitária-USP-Ipen,O3,2019-05-09,14,60
Cid.Universitária-USP-Ipen,O3,2019-05-09,15,59
Cid.Universitária-USP-Ipen,O3,2019-05-09,16,37
Cid.Universitária-USP-Ipen,O3,2019-05-09,17,29
Cid.Universitária-USP-Ipen,O3,2019-05-09,18,18
Cid.Universitária-USP-Ipen,O3,2019-05-09,19,14
Cid.Universitária-USP-Ipen,O3,2019-05-09,20,23
Cid.Universitária-USP-Ipen,O3,2019-05-09,21,17
Cid.Universitária-USP-Ipen,O3,2019-05-09,22,7
Cid.Universitária-USP-Ipen,O3,2019-05-09,23,6
Cid.Universitária-USP-Ipen,O3,2019-05-09,24,7
Cid.Universitária-USP-Ipen,O3,2019-05-10,1,7
Cid.Universitária-USP-Ipen,O3,2019-05-10,2,21
Cid.Universitária-USP-Ipen,O3,2019-05-10,3,27
Cid.Universitária-USP-Ipen,O3,2019-05-10,4,27
Cid.Universitária-USP-Ipen,O3,2019-05-10,5,23
Cid.Universitária-USP-Ipen,O3,2019-05-10,6,16
Cid.Universitária-USP-Ipen,O3,2019-05-10,7,11
Cid.Universitária-USP-Ipen,O3,2019-05-10,8,13
Cid.Universitária-USP-Ipen,O3,2019-05-10,9,18
Cid.Universitária-USP-Ipen,O3,2019-05-10,10,22
Cid.Universitária-USP-Ipen,O3,2019-05-10,11,28
Cid.Universitária-USP-Ipen,O3,2019-05-10,12,45
Cid.Universitária-USP-Ipen,O3,2019-05-10,13,64
Cid.Universitária-USP-Ipen,O3,2019-05-10,14,81
Cid.Universitária-USP-Ipen,O3,2019-05-10,15,85
Cid.Universitária-USP-Ipen,O3,2019-05-10,16,87
Cid.Universitária-USP-Ipen,O3,2019-05-10,17,84
Cid.Universitária-USP-Ipen,O3,2019-05-10,18,67
Cid.Universitária-USP-Ipen,O3,2019-05-10,19,39
Cid.Universitária-USP-Ipen,O3,2019-05-10,20,26
Cid.Universitária-USP-Ipen,O3,2019-05-10,21,5
Cid.Universitária-USP-Ipen,O3,2019-05-10,22,5
Cid.Universitária-USP-Ipen,O3,2019-05-10,23,5
Cid.Universitária-USP-Ipen,O3,2019-05-10,24,4
Cid.Universitária-USP-Ipen,O3,2019-05-11,1,3
Cid.Universitária-USP-Ipen,O3,2019-05-11,2,4
Cid.Universitária-USP-Ipen,O3,2019-05-11,3,4
Cid.Universitária-USP-Ipen,O3,2019-05-11,4,4
Cid.Universitária-USP-Ipen,O3,2019-05-11,5,3
Cid.Universitária-USP-Ipen,O3,2019-05-11,6,3
Cid.Universitária-USP-Ipen,O3,2019-05-11,7,4
Cid.Universitária-USP-Ipen,O3,2019-05-11,8,4
Cid.Universitária-USP-Ipen,O3,2019-05-11,9,8
Cid.Universitária-USP-Ipen,O3,2019-05-11,10,21
Cid.Universitária-USP-Ipen,O3,2019-05-11,11,46
Cid.Universitária-USP-Ipen,O3,2019-05-11,12,59
Cid.Universitária-USP-Ipen,O3,2019-05-11,13,75
Cid.Universitária-USP-Ipen,O3,2019-05-11,14,88
Cid.Universitária-USP-Ipen,O3,2019-05-11,15,82
Cid.Universitária-USP-Ipen,O3,2019-05-11,16,73
Cid.Universitária-USP-Ipen,O3,2019-05-11,17,53
Cid.Universitária-USP-Ipen,O3,2019-05-11,18,47
Cid.Universitária-USP-Ipen,O3,2019-05-11,19,46
Cid.Universitária-USP-Ipen,O3,2019-05-11,20,43
Cid.Universitária-USP-Ipen,O3,2019-05-11,21,56
Cid.Universitária-USP-Ipen,O3,2019-05-11,22,31
Cid.Universitária-USP-Ipen,O3,2019-05-11,23,17
Cid.Universitária-USP-Ipen,O3,2019-05-11,24,3
Cid.Universitária-USP-Ipen,O3,2019-05-12,1,3
Cid.Universitária-USP-Ipen,O3,2019-05-12,2,3
Cid.Universitária-USP-Ipen,O3,2019-05-12,3,4
Cid.Universitária-USP-Ipen,O3,2019-05-12,4,10
Cid.Universitária-USP-Ipen,O3,2019-05-12,5,5
Cid.Universitária-USP-Ipen,O3,2019-05-12,6,4
Cid.Universitária-USP-Ipen,O3,2019-05-12,7,4
Cid.Universitária-USP-Ipen,O3,2019-05-12,8,7
Cid.Universitária-USP-Ipen,O3,2019-05-12,9,14
Cid.Universitária-USP-Ipen,O3,2019-05-12,10,38
Cid.Universitária-USP-Ipen,O3,2019-05-12,11,61
Cid.Universitária-USP-Ipen,O3,2019-05-12,12,74
Cid.Universitária-USP-Ipen,O3,2019-05-12,13,82
Cid.Universitária-USP-Ipen,O3,2019-05-12,14,73
Cid.Universitária-USP-Ipen,O3,2019-05-12,15,75
Cid.Universitária-USP-Ipen,O3,2019-05-12,16,52
Cid.Universitária-USP-Ipen,O3,2019-05-12,17,40
Cid.Universitária-USP-Ipen,O3,2019-05-12,18,39
Cid.Universitária-USP-Ipen,O3,2019-05-12,19,34
Cid.Universitária-USP-Ipen,O3,2019-05-12,20,34
Cid.Universitária-USP-Ipen,O3,2019-05-12,21,36
Cid.Universitária-USP-Ipen,O3,2019-05-12,22,39
Cid.Universitária-USP-Ipen,O3,2019-05-12,23,36
Cid.Universitária-USP-Ipen,O3,2019-05-12,24,35
Cid.Universitária-USP-Ipen,O3,2019-05-13,1,34
Cid.Universitária-USP-Ipen,O3,2019-05-13,2,35
Cid.Universitária-USP-Ipen,O3,2019-05-13,3,33
Cid.Universitária-USP-Ipen,O3,2019-05-13,4,26
Cid.Universitária-USP-Ipen,O3,2019-05-13,5,26
Cid.Universitária-USP-Ipen,O3,2019-05-13,6,32
Cid.Universitária-USP-Ipen,O3,2019-05-13,7,25
Cid.Universitária-USP-Ipen,O3,2019-05-13,8,16
Cid.Universitária-USP-Ipen,O3,2019-05-13,9,25
Cid.Universitária-USP-Ipen,O3,2019-05-13,10,40
Cid.Universitária-USP-Ipen,O3,2019-05-13,11,61
Cid.Universitária-USP-Ipen,O3,2019-05-13,12,66
Cid.Universitária-USP-Ipen,O3,2019-05-13,13,74
Cid.Universitária-USP-Ipen,O3,2019-05-13,14,92
Cid.Universitária-USP-Ipen,O3,2019-05-13,15,96
Cid.Universitária-USP-Ipen,O3,2019-05-13,16,98
Cid.Universitária-USP-Ipen,O3,2019-05-13,17,65
Cid.Universitária-USP-Ipen,O3,2019-05-13,18,56
Cid.Universitária-USP-Ipen,O3,2019-05-13,19,52
Cid.Universitária-USP-Ipen,O3,2019-05-13,20,61
Cid.Universitária-USP-Ipen,O3,2019-05-13,21,56
Cid.Universitária-USP-Ipen,O3,2019-05-13,22,32
Cid.Universitária-USP-Ipen,O3,2019-05-13,23,31
Cid.Universitária-USP-Ipen,O3,2019-05-13,24,17
Cid.Universitária-USP-Ipen,O3,2019-05-14,1,8
Cid.Universitária-USP-Ipen,O3,2019-05-14,2,11
Cid.Universitária-USP-Ipen,O3,2019-05-14,3,4
Cid.Universitária-USP-Ipen,O3,2019-05-14,4,6
Cid.Universitária-USP-Ipen,O3,2019-05-14,5,5
Cid.Universitária-USP-Ipen,O3,2019-05-14,6,3
Cid.Universitária-USP-Ipen,O3,2019-05-14,7,4
Cid.Universitária-USP-Ipen,O3,2019-05-14,8,5
Cid.Universitária-USP-Ipen,O3,2019-05-14,9,11
Cid.Universitária-USP-Ipen,O3,2019-05-14,10,22
Cid.Universitária-USP-Ipen,O3,2019-05-14,11,42
Cid.Universitária-USP-Ipen,O3,2019-05-14,12,53
Cid.Universitária-USP-Ipen,O3,2019-05-14,13,65
Cid.Universitária-USP-Ipen,O3,2019-05-14,14,68
Cid.Universitária-USP-Ipen,O3,2019-05-14,15,65
Cid.Universitária-USP-Ipen,O3,2019-05-14,16,
Cid.Universitária-USP-Ipen,O3,2019-05-14,17,42
Cid.Universitária-USP-Ipen,O3,2019-05-14,18,13
Cid.Universitária-USP-Ipen,O3,2019-05-14,19,17
Cid.Universitária-USP-Ipen,O3,2019-05-14,20,22
Cid.Universitária-USP-Ipen,O3,2019-05-14,21,24
Cid.Universitária-USP-Ipen,O3,2019-05-14,22,31
Cid.Universitária-USP-Ipen,O3,2019-05-14,23,32
Cid.Universitária-USP-Ipen,O3,2019-05-14,24,33
Cid.Universitária-USP-Ipen,O3,2019-05-15,1,39
Cid.Universitária-USP-Ipen,O3,2019-05-15,2,41
Cid.Universitária-USP-Ipen,O3,2019-05-15,3,42
Cid.Universitária-USP-Ipen,O3,2019-05-15,4,43
Cid.Universitária-USP-Ipen,O3,2019-05-15,5,41
Cid.Universitária-USP-Ipen,O3,2019-05-15,6,36
Cid.Universitária-USP-Ipen,O3,2019-05-15,7,27
Cid.Universitária-USP-Ipen,O3,2019-05-15,8,16
Cid.Universitária-USP-Ipen,O3,2019-05-15,9,22
Cid.Universitária-USP-Ipen,O3,2019-05-15,10,31
Cid.Universitária-USP-Ipen,O3,2019-05-15,11,37
Cid.Universitária-USP-Ipen,O3,2019-05-15,12,44
Cid.Universitária-USP-Ipen,O3,2019-05-15,13,51
Cid.Universitária-USP-Ipen,O3,2019-05-15,14,50
Cid.Universitária-USP-Ipen,O3,2019-05-15,15,39
Cid.Universitária-USP-Ipen,O3,2019-05-15,16,31
Cid.Universitária-USP-Ipen,O3,2019-05-15,17,31
Cid.Universitária-USP-Ipen,O3,2019-05-15,18,30
Cid.Universitária-USP-Ipen,O3,2019-05-15,19,28
Cid.Universitária-USP-Ipen,O3,2019-05-15,20,31
Cid.Universitária-USP-Ipen,O3,2019-05-15,21,30
Cid.Universitária-USP-Ipen,O3,2019-05-15,22,27
Cid.Universitária-USP-Ipen,O3,2019-05-15,23,26
Cid.Universitária-USP-Ipen,O3,2019-05-15,24,25
Cid.Universitária-USP-Ipen,O3,2019-05-16,1,33
Cid.Universitária-USP-Ipen,O3,2019-05-16,2,31
Cid.Universitária-USP-Ipen,O3,2019-05-16,3,28
Cid.Universitária-USP-Ipen,O3,2019-05-16,4,32
Cid.Universitária-USP-Ipen,O3,2019-05-16,5,33
Cid.Universitária-USP-Ipen,O3,2019-05-16,6,30
Cid.Universitária-USP-Ipen,O3,2019-05-16,7,21
Cid.Universitária-USP-Ipen,O3,2019-05-16,8,19
Cid.Universitária-USP-Ipen,O3,2019-05-16,9,24
Cid.Universitária-USP-Ipen,O3,2019-05-16,10,34
Cid.Universitária-USP-Ipen,O3,2019-05-16,11,30
Cid.Universitária-USP-Ipen,O3,2019-05-16,12,30
Cid.Universitária-USP-Ipen,O3,2019-05-16,13,31
Cid.Universitária-USP-Ipen,O3,2019-05-16,14,34
Cid.Universitária-USP-Ipen,O3,2019-05-16,15,31
Cid.Universitária-USP-Ipen,O3,2019-05-16,16,29
Cid.Universitária-USP-Ipen,O3,2019-05-16,17,25
Cid.Universitária-USP-Ipen,O3,2019-05-16,18,18
Cid.Universitária-USP-Ipen,O3,2019-05-16,19,17
Cid.Universitária-USP-Ipen,O3,2019-05-16,20,16
Cid.Universitária-USP-Ipen,O3,2019-05-16,21,31
Cid.Universitária-USP-Ipen,O3,2019-05-16,22,25
Cid.Universitária-USP-Ipen,O3,2019-05-16,23,28
Cid.Universitária-USP-Ipen,O3,2019-05-16,24,29
Cid.Universitária-USP-Ipen,O3,2019-05-17,1,25
Cid.Universitária-USP-Ipen,O3,2019-05-17,2,23
Cid.Universitária-USP-Ipen,O3,2019-05-17,3,26
Cid.Universitária-USP-Ipen,O3,2019-05-17,4,26
Cid.Universitária-USP-Ipen,O3,2019-05-17,5,27
Cid.Universitária-USP-Ipen,O3,2019-05-17,6,32
Cid.Universitária-USP-Ipen,O3,2019-05-17,7,18
Cid.Universitária-USP-Ipen,O3,2019-05-17,8,13
Cid.Universitária-USP-Ipen,O3,2019-05-17,9,21
Cid.Universitária-USP-Ipen,O3,2019-05-17,10,
Cid.Universitária-USP-Ipen,O3,2019-05-17,11,
Cid.Universitária-USP-Ipen,O3,2019-05-17,12,26
Cid.Universitária-USP-Ipen,O3,2019-05-17,13,42
Cid.Universitária-USP-Ipen,O3,2019-05-17,14,40
Cid.Universitária-USP-Ipen,O3,2019-05-17,15,44
Cid.Universitária-USP-Ipen,O3,2019-05-17,16,39
Cid.Universitária-USP-Ipen,O3,2019-05-17,17,15
Cid.Universitária-USP-Ipen,O3,2019-05-17,18,8
Cid.Universitária-USP-Ipen,O3,2019-05-17,19,4
Cid.Universitária-USP-Ipen,O3,2019-05-17,20,4
Cid.Universitária-USP-Ipen,O3,2019-05-17,21,4
Cid.Universitária-USP-Ipen,O3,2019-05-17,22,4
Cid.Universitária-USP-Ipen,O3,2019-05-17,23,4
Cid.Universitária-USP-Ipen,O3,2019-05-17,24,6
Cid.Universitária-USP-Ipen,O3,2019-05-18,1,5
Cid.Universitária-USP-Ipen,O3,2019-05-18,2,4
Cid.Universitária-USP-Ipen,O3,2019-05-18,3,7
Cid.Universitária-USP-Ipen,O3,2019-05-18,4,7
Cid.Universitária-USP-Ipen,O3,2019-05-18,5,7
Cid.Universitária-USP-Ipen,O3,2019-05-18,6,6
Cid.Universitária-USP-Ipen,O3,2019-05-18,7,5
Cid.Universitária-USP-Ipen,O3,2019-05-18,8,6
Cid.Universitária-USP-Ipen,O3,2019-05-18,9,11
Cid.Universitária-USP-Ipen,O3,2019-05-18,10,7
Cid.Universitária-USP-Ipen,O3,2019-05-18,11,10
Cid.Universitária-USP-Ipen,O3,2019-05-18,12,17
Cid.Universitária-USP-Ipen,O3,2019-05-18,13,28
Cid.Universitária-USP-Ipen,O3,2019-05-18,14,33
Cid.Universitária-USP-Ipen,O3,2019-05-18,15,37
Cid.Universitária-USP-Ipen,O3,2019-05-18,16,38
Cid.Universitária-USP-Ipen,O3,2019-05-18,17,34
Cid.Universitária-USP-Ipen,O3,2019-05-18,18,24
Cid.Universitária-USP-Ipen,O3,2019-05-18,19,7
Cid.Universitária-USP-Ipen,O3,2019-05-18,20,6
Cid.Universitária-USP-Ipen,O3,2019-05-18,21,5
Cid.Universitária-USP-Ipen,O3,2019-05-18,22,5
Cid.Universitária-USP-Ipen,O3,2019-05-18,23,4
Cid.Universitária-USP-Ipen,O3,2019-05-18,24,4
Cid.Universitária-USP-Ipen,O3,2019-05-19,1,4
Cid.Universitária-USP-Ipen,O3,2019-05-19,2,6
Cid.Universitária-USP-Ipen,O3,2019-05-19,3,20
Cid.Universitária-USP-Ipen,O3,2019-05-19,4,24
Cid.Universitária-USP-Ipen,O3,2019-05-19,5,21
Cid.Universitária-USP-Ipen,O3,2019-05-19,6,19
Cid.Universitária-USP-Ipen,O3,2019-05-19,7,19
Cid.Universitária-USP-Ipen,O3,2019-05-19,8,17
Cid.Universitária-USP-Ipen,O3,2019-05-19,9,21
Cid.Universitária-USP-Ipen,O3,2019-05-19,10,26
Cid.Universitária-USP-Ipen,O3,2019-05-19,11,34
Cid.Universitária-USP-Ipen,O3,2019-05-19,12,47
Cid.Universitária-USP-Ipen,O3,2019-05-19,13,58
Cid.Universitária-USP-Ipen,O3,2019-05-19,14,59
Cid.Universitária-USP-Ipen,O3,2019-05-19,15,52
Cid.Universitária-USP-Ipen,O3,2019-05-19,16,63
Cid.Universitária-USP-Ipen,O3,2019-05-19,17,67
Cid.Universitária-USP-Ipen,O3,2019-05-19,18,56
Cid.Universitária-USP-Ipen,O3,2019-05-19,19,27
Cid.Universitária-USP-Ipen,O3,2019-05-19,20,31
Cid.Universitária-USP-Ipen,O3,2019-05-19,21,32
Cid.Universitária-USP-Ipen,O3,2019-05-19,22,25
Cid.Universitária-USP-Ipen,O3,2019-05-19,23,25
Cid.Universitária-USP-Ipen,O3,2019-05-19,24,18
Cid.Universitária-USP-Ipen,O3,2019-05-20,1,11
Cid.Universitária-USP-Ipen,O3,2019-05-20,2,8
Cid.Universitária-USP-Ipen,O3,2019-05-20,3,6
Cid.Universitária-USP-Ipen,O3,2019-05-20,4,4
Cid.Universitária-USP-Ipen,O3,2019-05-20,5,4
Cid.Universitária-USP-Ipen,O3,2019-05-20,6,6
Cid.Universitária-USP-Ipen,O3,2019-05-20,7,3
Cid.Universitária-USP-Ipen,O3,2019-05-20,8,5
Cid.Universitária-USP-Ipen,O3,2019-05-20,9,6
Cid.Universitária-USP-Ipen,O3,2019-05-20,10,11
Cid.Universitária-USP-Ipen,O3,2019-05-20,11,15
Cid.Universitária-USP-Ipen,O3,2019-05-20,12,29
Cid.Universitária-USP-Ipen,O3,2019-05-20,13,49
Cid.Universitária-USP-Ipen,O3,2019-05-20,14,60
Cid.Universitária-USP-Ipen,O3,2019-05-20,15,61
Cid.Universitária-USP-Ipen,O3,2019-05-20,16,52
Cid.Universitária-USP-Ipen,O3,2019-05-20,17,47
Cid.Universitária-USP-Ipen,O3,2019-05-20,18,29
Cid.Universitária-USP-Ipen,O3,2019-05-20,19,9
Cid.Universitária-USP-Ipen,O3,2019-05-20,20,5
Cid.Universitária-USP-Ipen,O3,2019-05-20,21,5
Cid.Universitária-USP-Ipen,O3,2019-05-20,22,4
Cid.Universitária-USP-Ipen,O3,2019-05-20,23,4
Cid.Universitária-USP-Ipen,O3,2019-05-20,24,3
Cid.Universitária-USP-Ipen,O3,2019-05-21,1,4
Cid.Universitária-USP-Ipen,O3,2019-05-21,2,4
Cid.Universitária-USP-Ipen,O3,2019-05-21,3,4
Cid.Universitária-USP-Ipen,O3,2019-05-21,4,4
Cid.Universitária-USP-Ipen,O3,2019-05-21,5,4
Cid.Universitária-USP-Ipen,O3,2019-05-21,6,4
Cid.Universitária-USP-Ipen,O3,2019-05-21,7,4
Cid.Universitária-USP-Ipen,O3,2019-05-21,8,7
Cid.Universitária-USP-Ipen,O3,2019-05-21,9,11
Cid.Universitária-USP-Ipen,O3,2019-05-21,10,20
Cid.Universitária-USP-Ipen,O3,2019-05-21,11,28
Cid.Universitária-USP-Ipen,O3,2019-05-21,12,49
Cid.Universitária-USP-Ipen,O3,2019-05-21,13,68
Cid.Universitária-USP-Ipen,O3,2019-05-21,14,81
Cid.Universitária-USP-Ipen,O3,2019-05-21,15,90
Cid.Universitária-USP-Ipen,O3,2019-05-21,16,102
Cid.Universitária-USP-Ipen,O3,2019-05-21,17,91
Cid.Universitária-USP-Ipen,O3,2019-05-21,18,68
Cid.Universitária-USP-Ipen,O3,2019-05-21,19,36
Cid.Universitária-USP-Ipen,O3,2019-05-21,20,31
Cid.Universitária-USP-Ipen,O3,2019-05-21,21,17
Cid.Universitária-USP-Ipen,O3,2019-05-21,22,5
Cid.Universitária-USP-Ipen,O3,2019-05-21,23,4
Cid.Universitária-USP-Ipen,O3,2019-05-21,24,5
Cid.Universitária-USP-Ipen,O3,2019-05-22,1,4
Cid.Universitária-USP-Ipen,O3,2019-05-22,2,4
Cid.Universitária-USP-Ipen,O3,2019-05-22,3,4
Cid.Universitária-USP-Ipen,O3,2019-05-22,4,2
Cid.Universitária-USP-Ipen,O3,2019-05-22,5,3
Cid.Universitária-USP-Ipen,O3,2019-05-22,6,4
Cid.Universitária-USP-Ipen,O3,2019-05-22,7,4
Cid.Universitária-USP-Ipen,O3,2019-05-22,8,5
Cid.Universitária-USP-Ipen,O3,2019-05-22,9,9
Cid.Universitária-USP-Ipen,O3,2019-05-22,10,21
Cid.Universitária-USP-Ipen,O3,2019-05-22,11,55
Cid.Universitária-USP-Ipen,O3,2019-05-22,12,70
Cid.Universitária-USP-Ipen,O3,2019-05-22,13,85
Cid.Universitária-USP-Ipen,O3,2019-05-22,14,97
Cid.Universitária-USP-Ipen,O3,2019-05-22,15,95
Cid.Universitária-USP-Ipen,O3,2019-05-22,16,92
Cid.Universitária-USP-Ipen,O3,2019-05-22,17,80
Cid.Universitária-USP-Ipen,O3,2019-05-22,18,50
Cid.Universitária-USP-Ipen,O3,2019-05-22,19,17
Cid.Universitária-USP-Ipen,O3,2019-05-22,20,5
Cid.Universitária-USP-Ipen,O3,2019-05-22,21,5
Cid.Universitária-USP-Ipen,O3,2019-05-22,22,6
Cid.Universitária-USP-Ipen,O3,2019-05-22,23,6
Cid.Universitária-USP-Ipen,O3,2019-05-22,24,6
Cid.Universitária-USP-Ipen,O3,2019-05-23,1,5
Cid.Universitária-USP-Ipen,O3,2019-05-23,2,4
Cid.Universitária-USP-Ipen,O3,2019-05-23,3,5
Cid.Universitária-USP-Ipen,O3,2019-05-23,4,3
Cid.Universitária-USP-Ipen,O3,2019-05-23,5,4
Cid.Universitária-USP-Ipen,O3,2019-05-23,6,4
Cid.Universitária-USP-Ipen,O3,2019-05-23,7,3
Cid.Universitária-USP-Ipen,O3,2019-05-23,8,4
Cid.Universitária-USP-Ipen,O3,2019-05-23,9,9
Cid.Universitária-USP-Ipen,O3,2019-05-23,10,22
Cid.Universitária-USP-Ipen,O3,2019-05-23,11,33
Cid.Universitária-USP-Ipen,O3,2019-05-23,12,65
Cid.Universitária-USP-Ipen,O3,2019-05-23,13,89
Cid.Universitária-USP-Ipen,O3,2019-05-23,14,101
Cid.Universitária-USP-Ipen,O3,2019-05-23,15,98
Cid.Universitária-USP-Ipen,O3,2019-05-23,16,97
Cid.Universitária-USP-Ipen,O3,2019-05-23,17,84
Cid.Universitária-USP-Ipen,O3,2019-05-23,18,50
Cid.Universitária-USP-Ipen,O3,2019-05-23,19,20
Cid.Universitária-USP-Ipen,O3,2019-05-23,20,6
Cid.Universitária-USP-Ipen,O3,2019-05-23,21,39
Cid.Universitária-USP-Ipen,O3,2019-05-23,22,39
Cid.Universitária-USP-Ipen,O3,2019-05-23,23,43
Cid.Universitária-USP-Ipen,O3,2019-05-23,24,36
Cid.Universitária-USP-Ipen,O3,2019-05-24,1,39
Cid.Universitária-USP-Ipen,O3,2019-05-24,2,50
Cid.Universitária-USP-Ipen,O3,2019-05-24,3,44
Cid.Universitária-USP-Ipen,O3,2019-05-24,4,44
Cid.Universitária-USP-Ipen,O3,2019-05-24,5,40
Cid.Universitária-USP-Ipen,O3,2019-05-24,6,32
Cid.Universitária-USP-Ipen,O3,2019-05-24,7,15
Cid.Universitária-USP-Ipen,O3,2019-05-24,8,5
Cid.Universitária-USP-Ipen,O3,2019-05-24,9,10
Cid.Universitária-USP-Ipen,O3,2019-05-24,10,15
Cid.Universitária-USP-Ipen,O3,2019-05-24,11,18
Cid.Universitária-USP-Ipen,O3,2019-05-24,12,28
Cid.Universitária-USP-Ipen,O3,2019-05-24,13,36
Cid.Universitária-USP-Ipen,O3,2019-05-24,14,49
Cid.Universitária-USP-Ipen,O3,2019-05-24,15,49
Cid.Universitária-USP-Ipen,O3,2019-05-24,16,45
Cid.Universitária-USP-Ipen,O3,2019-05-24,17,29
Cid.Universitária-USP-Ipen,O3,2019-05-24,18,19
Cid.Universitária-USP-Ipen,O3,2019-05-24,19,12
Cid.Universitária-USP-Ipen,O3,2019-05-24,20,14
Cid.Universitária-USP-Ipen,O3,2019-05-24,21,20
Cid.Universitária-USP-Ipen,O3,2019-05-24,22,27
Cid.Universitária-USP-Ipen,O3,2019-05-24,23,26
Cid.Universitária-USP-Ipen,O3,2019-05-24,24,28
Cid.Universitária-USP-Ipen,O3,2019-05-25,1,33
Cid.Universitária-USP-Ipen,O3,2019-05-25,2,34
Cid.Universitária-USP-Ipen,O3,2019-05-25,3,32
Cid.Universitária-USP-Ipen,O3,2019-05-25,4,32
Cid.Universitária-USP-Ipen,O3,2019-05-25,5,35
Cid.Universitária-USP-Ipen,O3,2019-05-25,6,30
Cid.Universitária-USP-Ipen,O3,2019-05-25,7,23
Cid.Universitária-USP-Ipen,O3,2019-05-25,8,25
Cid.Universitária-USP-Ipen,O3,2019-05-25,9,30
Cid.Universitária-USP-Ipen,O3,2019-05-25,10,35
Cid.Universitária-USP-Ipen,O3,2019-05-25,11,35
Cid.Universitária-USP-Ipen,O3,2019-05-25,12,40
Cid.Universitária-USP-Ipen,O3,2019-05-25,13,38
Cid.Universitária-USP-Ipen,O3,2019-05-25,14,47
Cid.Universitária-USP-Ipen,O3,2019-05-25,15,45
Cid.Universitária-USP-Ipen,O3,2019-05-25,16,43
Cid.Universitária-USP-Ipen,O3,2019-05-25,17,42
Cid.Universitária-USP-Ipen,O3,2019-05-25,18,32
Cid.Universitária-USP-Ipen,O3,2019-05-25,19,24
Cid.Universitária-USP-Ipen,O3,2019-05-25,20,26
Cid.Universitária-USP-Ipen,O3,2019-05-25,21,36
Cid.Universitária-USP-Ipen,O3,2019-05-25,22,33
Cid.Universitária-USP-Ipen,O3,2019-05-25,23,28
Cid.Universitária-USP-Ipen,O3,2019-05-25,24,23
Cid.Universitária-USP-Ipen,O3,2019-05-26,1,32
Cid.Universitária-USP-Ipen,O3,2019-05-26,2,42
Cid.Universitária-USP-Ipen,O3,2019-05-26,3,45
Cid.Universitária-USP-Ipen,O3,2019-05-26,4,40
Cid.Universitária-USP-Ipen,O3,2019-05-26,5,41
Cid.Universitária-USP-Ipen,O3,2019-05-26,6,36
Cid.Universitária-USP-Ipen,O3,2019-05-26,7,29
Cid.Universitária-USP-Ipen,O3,2019-05-26,8,24
Cid.Universitária-USP-Ipen,O3,2019-05-26,9,35
Cid.Universitária-USP-Ipen,O3,2019-05-26,10,50
Cid.Universitária-USP-Ipen,O3,2019-05-26,11,54
Cid.Universitária-USP-Ipen,O3,2019-05-26,12,58
Cid.Universitária-USP-Ipen,O3,2019-05-26,13,67
Cid.Universitária-USP-Ipen,O3,2019-05-26,14,75
Cid.Universitária-USP-Ipen,O3,2019-05-26,15,79
